"rowid","plant","description","reporting_date","reporting_month","reporting_year","azpdes_outfall_003","npdes_outfall_005","reuse","ponds","gric","outfall_001_gwrp","outfall_001_sewrp","effluent_to_baseline","me01_southern_ave","me02_baseline","me03_8th_street","total_beneficial_reuse","total_system_flow"
"1","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-01T23:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-02T22:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-03T21:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-04T20:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-05T20:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-06T19:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-07T18:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-08T17:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-09T16:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-10T16:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-11T15:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-12T14:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-13T13:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-14T12:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-15T12:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-16T11:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-17T10:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-18T09:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-19T08:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-20T08:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-21T07:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-22T06:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-23T05:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-24T04:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-25T04:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-26T03:12:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-27T02:24:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-28T01:36:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-29T00:48:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-06-30T00:00:00.000","Jun","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-01T23:23:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-01T23:36:46.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-01T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-02T22:47:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-02T23:13:32.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-02T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-03T22:11:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-03T22:50:19.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-03T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-04T21:35:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-04T22:27:05.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-04T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-05T20:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-05T22:03:52.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-05T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-06T20:23:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-06T21:40:38.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-06T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-07T19:47:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-07T21:17:24.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-07T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-08T19:11:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-08T20:54:11.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-08T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-09T18:35:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-09T20:30:57.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-09T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-10T17:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-10T20:07:44.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-10T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-11T17:23:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-11T19:44:30.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-11T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-12T16:47:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-12T19:21:17.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-12T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-13T16:11:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-13T18:58:03.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-13T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-14T15:35:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-14T18:34:49.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-14T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-15T14:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-15T18:11:36.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-15T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-16T14:23:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-16T17:48:22.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-16T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-17T13:47:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-17T17:25:09.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-17T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-18T13:11:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-18T17:01:55.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-18T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-19T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-19T12:35:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-19T16:38:41.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-19T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-20T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-20T11:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-20T16:15:28.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-20T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-21T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-21T15:52:14.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-21T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-22T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-22T15:29:01.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-22T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-23T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-23T15:05:47.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-23T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-24T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-24T14:42:34.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-24T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-25T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-25T14:19:20.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-25T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-26T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-26T13:56:06.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-26T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-27T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-27T13:32:53.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-27T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-28T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-28T13:09:39.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-28T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-29T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-29T12:46:26.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-29T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-30T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-30T12:23:12.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-30T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-31T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-31T00:00:00.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-31T11:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-07-31T23:59:59.000","Jul","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-02T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-03T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-04T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-05T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-06T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-07T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-08T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-09T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-10T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-11T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-12T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-13T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-14T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-15T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-16T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-17T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-18T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-19T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-20T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-21T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-22T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-23T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-24T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-25T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-26T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-27T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-28T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-29T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-30T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-31T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-08-31T00:00:00.000","Aug","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-02T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-03T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-04T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-05T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-06T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-07T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-08T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-09T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-10T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-11T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-12T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-13T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-14T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","CAPN","Plant #1 Flow (MGD)400317 (F_CV)","2022-09-15T00:00:00.000","Sep","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
