"rowid","plant","description","reporting_date","reporting_month","reporting_year","azpdes_outfall_003","npdes_outfall_005","reuse","ponds","gric","outfall_001_gwrp","outfall_001_sewrp","effluent_to_baseline","me01_southern_ave","me02_baseline","me03_8th_street","total_beneficial_reuse","total_system_flow"
"27308","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-20T00:00:00.000","Nov","2025","4.701527548528063","0","0","0","0","0","0","0","0","0","0","0","4.701527548528063"
"27309","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-21T00:00:00.000","Nov","2025","4.726979494094849","0","0","0","0","0","0","0","0","0","0","0","4.726979494094849"
"27310","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-22T00:00:00.000","Nov","2025","4.723139067490895","0","0","0","0","0","0","0","0","0","0","0","4.723139067490895"
"27311","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-23T00:00:00.000","Nov","2025","4.684864481290181","0","0","0","0","0","0","0","0","0","0","0","4.684864481290181"
"27312","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-24T00:00:00.000","Nov","2025","4.596712509791057","0","0","0","0","0","0","0","0","0","0","0","4.596712509791057"
"27313","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-25T00:00:00.000","Nov","2025","4.654130776723226","0","0","0","0","0","0","0","0","0","0","0","4.654130776723226"
"27314","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-26T00:00:00.000","Nov","2025","4.643025000890096","0","0","0","0","0","0","0","0","0","0","0","4.643025000890096"
"27315","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-27T00:00:00.000","Nov","2025","2.2232276499271393","0","0","0","0","0","0","0","0","0","0","0","2.2232276499271393"
"27316","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-28T00:00:00.000","Nov","2025","0.09422553749755025","0","0","0","0","0","0","0","0","0","0","0","0.09422553749755025"
"27317","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-29T00:00:00.000","Nov","2025","0.0062443230029505985","0","0","0","0","0","0","0","0","0","0","0","0.0062443230029505985"
"27318","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-30T00:00:00.000","Nov","2025","0.006187945662532002","0","0","0","0","0","0","0","0","0","0","0","0.006187945662532002"
"27319","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-11-30T00:00:00.000","Nov","2025","0.00624341123815005","0","0","0","0","0","0","0","0","0","0","0","0.00624341123815005"
"27320","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-02T00:00:00.000","Dec","2025","0.00618197291623801","0","0","0","0","0","0","0","0","0","0","0","0.00618197291623801"
"27321","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-03T00:00:00.000","Dec","2025","0.006151476389883707","0","0","0","0","0","0","0","0","0","0","0","0.006151476389883707"
"27322","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-04T00:00:00.000","Dec","2025","0.10583718869990359","0","0","0","0","0","0","0","0","0","0","0","0.10583718869990359"
"27323","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-05T00:00:00.000","Dec","2025","0.010493301573054245","0","0","0","0","0","0","0","0","0","0","0","0.010493301573054245"
"27324","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-06T00:00:00.000","Dec","2025","0.006065113935619593","0","0","0","0","0","0","0","0","0","0","0","0.006065113935619593"
"27325","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-07T00:00:00.000","Dec","2025","0.006127770873717964","0","0","0","0","0","0","0","0","0","0","0","0.006127770873717964"
"27326","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-08T00:00:00.000","Dec","2025","0.006156378852513929","0","0","0","0","0","0","0","0","0","0","0","0.006156378852513929"
"27327","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-09T00:00:00.000","Dec","2025","0.006342466707186152","0","0","0","0","0","0","0","0","0","0","0","0.006342466707186152"
"27328","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-10T00:00:00.000","Dec","2025","0.006354353410036613","0","0","0","0","0","0","0","0","0","0","0","0.006354353410036613"
"27329","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-11T00:00:00.000","Dec","2025","0.01588846667436883","0","0","0","0","0","0","0","0","0","0","0","0.01588846667436883"
"27330","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-12T00:00:00.000","Dec","2025","0.007804038915007065","0","0","0","0","0","0","0","0","0","0","0","0.007804038915007065"
"27331","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-13T00:00:00.000","Dec","2025","0.007528759054063509","0","0","0","0","0","0","0","0","0","0","0","0.007528759054063509"
"27332","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-14T00:00:00.000","Dec","2025","0.006448878790251911","0","0","0","0","0","0","0","0","0","0","0","0.006448878790251911"
"27333","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-15T00:00:00.000","Dec","2025","0.006553363054990768","0","0","0","0","0","0","0","0","0","0","0","0.006553363054990768"
"27334","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-16T00:00:00.000","Dec","2025","0.00660744224054118","0","0","0","0","0","0","0","0","0","0","0","0.00660744224054118"
"27335","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-17T00:00:00.000","Dec","2025","0.006420537751788895","0","0","0","0","0","0","0","0","0","0","0","0.006420537751788895"
"27336","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-18T00:00:00.000","Dec","2025","0.00626837257492689","0","0","0","0","0","0","0","0","0","0","0","0.00626837257492689"
"27337","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-19T00:00:00.000","Dec","2025","0.006393793582295378","0","0","0","0","0","0","0","0","0","0","0","0.006393793582295378"
"27338","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-20T00:00:00.000","Dec","2025","0.005931453682327022","0","0","0","0","0","0","0","0","0","0","0","0.005931453682327022"
"27339","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-21T00:00:00.000","Dec","2025","0.005925034289248288","0","0","0","0","0","0","0","0","0","0","0","0.005925034289248288"
"27340","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-22T00:00:00.000","Dec","2025","0.005923131577825795","0","0","0","0","0","0","0","0","0","0","0","0.005923131577825795"
"27341","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-23T00:00:00.000","Dec","2025","0.006035457109693973","0","0","0","0","0","0","0","0","0","0","0","0.006035457109693973"
"27342","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-24T00:00:00.000","Dec","2025","0.006010821690627684","0","0","0","0","0","0","0","0","0","0","0","0.006010821690627684"
"27343","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-25T00:00:00.000","Dec","2025","0.005953240441158414","0","0","0","0","0","0","0","0","0","0","0","0.005953240441158414"
"27344","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-26T00:00:00.000","Dec","2025","0.005886312321914981","0","0","0","0","0","0","0","0","0","0","0","0.005886312321914981"
"27345","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-27T00:00:00.000","Dec","2025","0.006061956538663556","0","0","0","0","0","0","0","0","0","0","0","0.006061956538663556"
"27346","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-28T00:00:00.000","Dec","2025","0.005923697492107749","0","0","0","0","0","0","0","0","0","0","0","0.005923697492107749"
"27347","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-29T00:00:00.000","Dec","2025","0.005839461577124894","0","0","0","0","0","0","0","0","0","0","0","0.005839461577124894"
"27348","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-30T00:00:00.000","Dec","2025","0.005942438263446093","0","0","0","0","0","0","0","0","0","0","0","0.005942438263446093"
"27349","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-31T00:00:00.000","Dec","2025","0.0066147506004199386","0","0","0","0","0","0","0","0","0","0","0","0.0066147506004199386"
"27350","NWWRP","UV Parshall Flume Flow -- Yesterday","2025-12-31T00:00:00.000","Dec","2025","0.0063557575340382755","0","0","0","0","0","0","0","0","0","0","0","0.0063557575340382755"
"27351","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-02T00:00:00.000","Jan","2026","0.005893306923098862","0","0","0","0","0","0","0","0","0","0","0","0.005893306923098862"
"27352","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-03T00:00:00.000","Jan","2026","0.005816335440613329","0","0","0","0","0","0","0","0","0","0","0","0.005816335440613329"
"27353","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-04T00:00:00.000","Jan","2026","0.005799115965298067","0","0","0","0","0","0","0","0","0","0","0","0.005799115965298067"
"27354","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-05T00:00:00.000","Jan","2026","0.005807536207915594","0","0","0","0","0","0","0","0","0","0","0","0.005807536207915594"
"27355","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-06T00:00:00.000","Jan","2026","0.005864049915517508","0","0","0","0","0","0","0","0","0","0","0","0.005864049915517508"
"27356","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-07T00:00:00.000","Jan","2026","0.005974692564147214","0","0","0","0","0","0","0","0","0","0","0","0.005974692564147214"
"27357","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-08T00:00:00.000","Jan","2026","0.005944201800351341","0","0","0","0","0","0","0","0","0","0","0","0.005944201800351341"
"27358","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-09T00:00:00.000","Jan","2026","0.005947472857466589","0","0","0","0","0","0","0","0","0","0","0","0.005947472857466589"
"27359","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-10T00:00:00.000","Jan","2026","0.006212766437480847","0","0","0","0","0","0","0","0","0","0","0","0.006212766437480847"
"27360","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-11T00:00:00.000","Jan","2026","0.00597936052751417","0","0","0","0","0","0","0","0","0","0","0","0.00597936052751417"
"27361","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-12T00:00:00.000","Jan","2026","0.0059993612812832","0","0","0","0","0","0","0","0","0","0","0","0.0059993612812832"
"27362","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-13T00:00:00.000","Jan","2026","0.0059768313444456675","0","0","0","0","0","0","0","0","0","0","0","0.0059768313444456675"
"27363","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-14T00:00:00.000","Jan","2026","2.502564999546545","0","0","0","0","0","0","0","0","0","0","0","2.502564999546545"
"27364","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-15T00:00:00.000","Jan","2026","4.518432865540187","0","0","0","0","0","0","0","0","0","0","0","4.518432865540187"
"27365","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-16T00:00:00.000","Jan","2026","4.666401604811351","0","0","0","0","0","0","0","0","0","0","0","4.666401604811351"
"27366","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-17T00:00:00.000","Jan","2026","1.355165292819341","0","0","0","0","0","0","0","0","0","0","0","1.355165292819341"
"27367","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-18T00:00:00.000","Jan","2026","0.055993793377031885","0","0","0","0","0","0","0","0","0","0","0","0.055993793377031885"
"27368","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-19T00:00:00.000","Jan","2026","0.00577252235962078","0","0","0","0","0","0","0","0","0","0","0","0.00577252235962078"
"27369","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-20T00:00:00.000","Jan","2026","0.005847520291960488","0","0","0","0","0","0","0","0","0","0","0","0.005847520291960488"
"27370","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-21T00:00:00.000","Jan","2026","0.005792350799310952","0","0","0","0","0","0","0","0","0","0","0","0.005792350799310952"
"27371","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-22T00:00:00.000","Jan","2026","0.005693674591990809","0","0","0","0","0","0","0","0","0","0","0","0.005693674591990809"
"27372","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-23T00:00:00.000","Jan","2026","0.005650481053938468","0","0","0","0","0","0","0","0","0","0","0","0.005650481053938468"
"27373","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-24T00:00:00.000","Jan","2026","0.005650047714763309","0","0","0","0","0","0","0","0","0","0","0","0.005650047714763309"
"27374","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-25T00:00:00.000","Jan","2026","0.005660084541887045","0","0","0","0","0","0","0","0","0","0","0","0.005660084541887045"
"27375","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-26T00:00:00.000","Jan","2026","0.005600830986319731","0","0","0","0","0","0","0","0","0","0","0","0.005600830986319731"
"27376","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-27T00:00:00.000","Jan","2026","0.0056555303473336","0","0","0","0","0","0","0","0","0","0","0","0.0056555303473336"
"27377","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-28T00:00:00.000","Jan","2026","0.005716653501925369","0","0","0","0","0","0","0","0","0","0","0","0.005716653501925369"
"27378","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-29T00:00:00.000","Jan","2026","0.005772834410890937","0","0","0","0","0","0","0","0","0","0","0","0.005772834410890937"
"27379","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-30T00:00:00.000","Jan","2026","0.005789782968349755","0","0","0","0","0","0","0","0","0","0","0","0.005789782968349755"
"27380","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-31T00:00:00.000","Jan","2026","0.005731971352361143","0","0","0","0","0","0","0","0","0","0","0","0.005731971352361143"
"27381","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-01-31T00:00:00.000","Jan","2026","0.005722908458362023","0","0","0","0","0","0","0","0","0","0","0","0.005722908458362023"
"27382","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-02T00:00:00.000","Feb","2026","0.0057321368949487805","0","0","0","0","0","0","0","0","0","0","0","0.0057321368949487805"
"27383","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-03T00:00:00.000","Feb","2026","0.0056902431533671916","0","0","0","0","0","0","0","0","0","0","0","0.0056902431533671916"
"27384","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-04T00:00:00.000","Feb","2026","0.005697329683850209","0","0","0","0","0","0","0","0","0","0","0","0.005697329683850209"
"27385","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-05T00:00:00.000","Feb","2026","0.00573769147740677","0","0","0","0","0","0","0","0","0","0","0","0.00573769147740677"
"27386","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-06T00:00:00.000","Feb","2026","0.00573609460843727","0","0","0","0","0","0","0","0","0","0","0","0.00573609460843727"
"27387","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-07T00:00:00.000","Feb","2026","0.005696530240432669","0","0","0","0","0","0","0","0","0","0","0","0.005696530240432669"
"27388","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-08T00:00:00.000","Feb","2026","0.005687520916884144","0","0","0","0","0","0","0","0","0","0","0","0.005687520916884144"
"27389","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-09T00:00:00.000","Feb","2026","0.005626090375396113","0","0","0","0","0","0","0","0","0","0","0","0.005626090375396113"
"27390","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-10T00:00:00.000","Feb","2026","0.005618892144411802","0","0","0","0","0","0","0","0","0","0","0","0.005618892144411802"
"27391","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-11T00:00:00.000","Feb","2026","0.0056538166051420076","0","0","0","0","0","0","0","0","0","0","0","0.0056538166051420076"
"27392","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-12T00:00:00.000","Feb","2026","0.005715832230634987","0","0","0","0","0","0","0","0","0","0","0","0.005715832230634987"
"27393","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-13T00:00:00.000","Feb","2026","0.005761500700221707","0","0","0","0","0","0","0","0","0","0","0","0.005761500700221707"
"27394","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-14T00:00:00.000","Feb","2026","0.005650432780385017","0","0","0","0","0","0","0","0","0","0","0","0.005650432780385017"
"27395","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-15T00:00:00.000","Feb","2026","0.005667205201461911","0","0","0","0","0","0","0","0","0","0","0","0.005667205201461911"
"27396","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-16T00:00:00.000","Feb","2026","0.005700463758936773","0","0","0","0","0","0","0","0","0","0","0","0.005700463758936773"
"27397","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-17T00:00:00.000","Feb","2026","0.0057397004722453725","0","0","0","0","0","0","0","0","0","0","0","0.0057397004722453725"
"27398","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-18T00:00:00.000","Feb","2026","0.005827736264715592","0","0","0","0","0","0","0","0","0","0","0","0.005827736264715592"
"27399","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-19T00:00:00.000","Feb","2026","0.005860213811198871","0","0","0","0","0","0","0","0","0","0","0","0.005860213811198871"
"27400","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-20T00:00:00.000","Feb","2026","0.2926257240857619","0","0","0","0","0","0","0","0","0","0","0","0.2926257240857619"
"27401","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-21T00:00:00.000","Feb","2026","0.018302439576170098","0","0","0","0","0","0","0","0","0","0","0","0.018302439576170098"
"27402","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-22T00:00:00.000","Feb","2026","0.0059158878672557575","0","0","0","0","0","0","0","0","0","0","0","0.0059158878672557575"
"27403","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-23T00:00:00.000","Feb","2026","0.005868265366492172","0","0","0","0","0","0","0","0","0","0","0","0.005868265366492172"
"27404","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-24T00:00:00.000","Feb","2026","0.005846852978424135","0","0","0","0","0","0","0","0","0","0","0","0.005846852978424135"
"27405","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-25T00:00:00.000","Feb","2026","0.005849095953938861","0","0","0","0","0","0","0","0","0","0","0","0.005849095953938861"
"27406","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-26T00:00:00.000","Feb","2026","0.005821120246158292","0","0","0","0","0","0","0","0","0","0","0","0.005821120246158292"
"27407","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-27T00:00:00.000","Feb","2026","0.005818288889713585","0","0","0","0","0","0","0","0","0","0","0","0.005818288889713585"
"27408","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-28T00:00:00.000","Feb","2026","0.005746230696483205","0","0","0","0","0","0","0","0","0","0","0","0.005746230696483205"
"27409","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-02-28T00:00:00.000","Feb","2026","0.005686708842404187","0","0","0","0","0","0","0","0","0","0","0","0.005686708842404187"
"27410","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-02T00:00:00.000","Mar","2026","0.0057052338573460775","0","0","0","0","0","0","0","0","0","0","0","0.0057052338573460775"
"27411","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-03T00:00:00.000","Mar","2026","0.005726762406185217","0","0","0","0","0","0","0","0","0","0","0","0.005726762406185217"
"27412","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-04T00:00:00.000","Mar","2026","0.0057515207639274495","0","0","0","0","0","0","0","0","0","0","0","0.0057515207639274495"
"27413","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-05T00:00:00.000","Mar","2026","0.00572596713512515","0","0","0","0","0","0","0","0","0","0","0","0.00572596713512515"
"27414","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-06T00:00:00.000","Mar","2026","0.005704303621314466","0","0","0","0","0","0","0","0","0","0","0","0.005704303621314466"
"27415","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-07T00:00:00.000","Mar","2026","0.005727734436125805","0","0","0","0","0","0","0","0","0","0","0","0.005727734436125805"
"27416","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-08T00:00:00.000","Mar","2026","0.005763542993615071","0","0","0","0","0","0","0","0","0","0","0","0.005763542993615071"
"27417","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-09T00:00:00.000","Mar","2026","0.0057148631894961","0","0","0","0","0","0","0","0","0","0","0","0.0057148631894961"
"27418","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-10T00:00:00.000","Mar","2026","2.8334438773066117","0","0","0","0","0","0","0","0","0","0","0","2.8334438773066117"
"27419","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-11T00:00:00.000","Mar","2026","6.586493104696274","0","0","0","0","0","0","0","0","0","0","0","6.586493104696274"
"27420","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-12T00:00:00.000","Mar","2026","6.944558839003245","0","0","0","0","0","0","0","0","0","0","0","6.944558839003245"
"27421","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-13T00:00:00.000","Mar","2026","7.183736542860667","0","0","0","0","0","0","0","0","0","0","0","7.183736542860667"
"27422","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-14T00:00:00.000","Mar","2026","3.9998923540115356","0","0","0","0","0","0","0","0","0","0","0","3.9998923540115356"
"27423","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-15T00:00:00.000","Mar","2026","0.16642982120780894","0","0","0","0","0","0","0","0","0","0","0","0.16642982120780894"
"27424","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-16T00:00:00.000","Mar","2026","0.005773293766348313","0","0","0","0","0","0","0","0","0","0","0","0.005773293766348313"
"27425","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-17T00:00:00.000","Mar","2026","0.0056816862646546385","0","0","0","0","0","0","0","0","0","0","0","0.0056816862646546385"
"27426","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-18T00:00:00.000","Mar","2026","0.005717047119677115","0","0","0","0","0","0","0","0","0","0","0","0.005717047119677115"
"27427","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-19T00:00:00.000","Mar","2026","0.028856122206586104","0","0","0","0","0","0","0","0","0","0","0","0.028856122206586104"
"27428","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-20T00:00:00.000","Mar","2026","6.367154307197779","0","0","0","0","0","0","0","0","0","0","0","6.367154307197779"
"27429","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-21T00:00:00.000","Mar","2026","6.336344540119171","0","0","0","0","0","0","0","0","0","0","0","6.336344540119171"
"27430","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-22T00:00:00.000","Mar","2026","5.578412155310313","0","0","0","0","0","0","0","0","0","0","0","5.578412155310313"
"27431","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-23T00:00:00.000","Mar","2026","0.2366549649159424","0","0","0","0","0","0","0","0","0","0","0","0.2366549649159424"
"27432","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-24T00:00:00.000","Mar","2026","0.005761303356848657","0","0","0","0","0","0","0","0","0","0","0","0.005761303356848657"
"27433","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-25T00:00:00.000","Mar","2026","0.005715898529160768","0","0","0","0","0","0","0","0","0","0","0","0.005715898529160768"
"27434","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-26T00:00:00.000","Mar","2026","0.005731084287011375","0","0","0","0","0","0","0","0","0","0","0","0.005731084287011375"
"27435","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-27T00:00:00.000","Mar","2026","0.005778023332823068","0","0","0","0","0","0","0","0","0","0","0","0.005778023332823068"
"27436","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-28T00:00:00.000","Mar","2026","0.00578786419161285","0","0","0","0","0","0","0","0","0","0","0","0.00578786419161285"
"27437","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-29T00:00:00.000","Mar","2026","0.005772699466130386","0","0","0","0","0","0","0","0","0","0","0","0.005772699466130386"
"27438","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-30T00:00:00.000","Mar","2026","0.00578218618951117","0","0","0","0","0","0","0","0","0","0","0","0.00578218618951117"
"27439","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-31T00:00:00.000","Mar","2026","0.005691086039102326","0","0","0","0","0","0","0","0","0","0","0","0.005691086039102326"
"27440","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-03-31T00:00:00.000","Mar","2026","0.0057308881696602415","0","0","0","0","0","0","0","0","0","0","0","0.0057308881696602415"
"27441","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-02T00:00:00.000","Apr","2026","0.005670360367124279","0","0","0","0","0","0","0","0","0","0","0","0.005670360367124279"
"27442","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-03T00:00:00.000","Apr","2026","0.005736508542516579","0","0","0","0","0","0","0","0","0","0","0","0.005736508542516579"
"27443","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-04T00:00:00.000","Apr","2026","0.005810757788519065","0","0","0","0","0","0","0","0","0","0","0","0.005810757788519065"
"27444","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-05T00:00:00.000","Apr","2026","0.005832463483481358","0","0","0","0","0","0","0","0","0","0","0","0.005832463483481358"
"27445","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-06T00:00:00.000","Apr","2026","0.0058605731270896895","0","0","0","0","0","0","0","0","0","0","0","0.0058605731270896895"
"27446","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-07T00:00:00.000","Apr","2026","0.005869158640659104","0","0","0","0","0","0","0","0","0","0","0","0.005869158640659104"
"27447","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-08T00:00:00.000","Apr","2026","1.4738403100248736","0","0","0","0","0","0","0","0","0","0","0","1.4738403100248736"
"27448","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-09T00:00:00.000","Apr","2026","0.3622893725180877","0","0","0","0","0","0","0","0","0","0","0","0.3622893725180877"
"27449","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-10T00:00:00.000","Apr","2026","0.01854472137832393","0","0","0","0","0","0","0","0","0","0","0","0.01854472137832393"
"27450","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-11T00:00:00.000","Apr","2026","0.8288880506297573","0","0","0","0","0","0","0","0","0","0","0","0.8288880506297573"
"27451","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-12T00:00:00.000","Apr","2026","0.04198627086589113","0","0","0","0","0","0","0","0","0","0","0","0.04198627086589113"
"27452","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-13T00:00:00.000","Apr","2026","0.005810699406235169","0","0","0","0","0","0","0","0","0","0","0","0.005810699406235169"
"27453","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-14T00:00:00.000","Apr","2026","0.005794201046228409","0","0","0","0","0","0","0","0","0","0","0","0.005794201046228409"
"27454","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-15T00:00:00.000","Apr","2026","0.005823491141200066","0","0","0","0","0","0","0","0","0","0","0","0.005823491141200066"
"27455","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-16T00:00:00.000","Apr","2026","0.61359703935639","0","0","0","0","0","0","0","0","0","0","0","0.61359703935639"
"27456","NWWRP","UV Parshall Flume Flow -- Yesterday","2026-04-17T00:00:00.000","Apr","2026","0.006238138303160667","0","0","0","0","0","0","0","0","0","0","0","0.006238138303160667"
