daily_records,withdrawal_ml_day,estimated_consumption_ml_day,withdrawal_to_river_flow_p50_pct,withdrawal_to_river_flow_p95_pct,consumption_to_river_flow_p50_pct,consumption_to_river_flow_p95_pct,operator_source_id,hydrology_source_id,source_chain_ids,interpretive_status
10958,18.11189901254137,13.959354140449314,0.022639019046648712,0.047454866847782884,0.0174485339193708,0.03657481148483494,GOOGLE_ENV_2026,USGS_06610000,GOOGLE_IOWA_DC; CB_PLANNING_2012; CB_WATER_WORKS_2024; IOWA_DNR_MISSOURI_2022,"source-family river context only; not facility impact, allocation, or available supply"
