first_location,first_architecture,first_month,first_consumption_ml_day,first_pressure_p95_pct,second_location,second_architecture,second_month,second_consumption_ml_day,second_pressure_p95_pct,consumption_difference_pct,pressure_ratio,hydrology_source_ids,model_source_id
Atlanta,Climate-responsive hybrid,11,1.7671340336477637,0.0806170890754026,Council Bluffs,Climate-responsive hybrid,11,1.789800556257434,0.0051517842121614,1.2664272860137644,15.648382338122076,USGS_02336000; USGS_06610000,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,10,17.631360911378515,0.7507609580400378,Council Bluffs,Water-cooled evaporative,11,17.15337428313222,0.0493744861728748,2.7110024611760037,15.205443463480306,USGS_02336000; USGS_06610000,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,10,17.631360911378515,0.7507609580400378,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,0.23040045640670676,2.940268202089842,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,10,17.631360911378515,0.7507609580400378,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,0.4378170238829783,2.8964980060027092,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,7,18.187990649858357,0.7582102707736409,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,2.634140281829164,2.8680403072472496,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,12,17.20455766710506,0.7745463045407869,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,2.1953627210692424,2.84997624977938,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,9,17.983196012479553,0.7762135543356912,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,2.1823586688329444,2.843854709783865,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,8,18.243874995696743,0.7660284885937908,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,2.9323898246826143,2.8387685971569487,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,2,17.19450877402098,0.7840678433968516,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,2.252488766513715,2.8153667962357005,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,12,17.20455766710506,0.7745463045407869,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,2.8479238168152587,2.807550181569735,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,9,17.983196012479553,0.7762135543356912,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,1.525327036384874,2.801519769657627,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,6,18.028496874075547,0.7898038468567355,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,2.4281486236217833,2.7949200058733594,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,11,17.376695685310406,0.7927291293276406,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,1.2167908357438892,2.7846063562315235,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,2,17.19450877402098,0.7840678433968516,Seattle,Water-cooled evaporative,8,17.708893461695116,2.1745776179476533,2.9046687122872146,2.7734559404025996,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,1,17.065796158191247,0.7971616790451956,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,2.984195500742573,2.7691227894190797,USGS_02336000; USGS_12117500,LEI_MASANET_2022
Atlanta,Water-cooled evaporative,3,17.41115935851971,0.8010068027762554,Seattle,Water-cooled evaporative,9,17.590738175367985,2.2074385722956293,1.0208714100454006,2.7558299937587813,USGS_02336000; USGS_12117500,LEI_MASANET_2022
